ImageID, Label, k, Distance, Accuracy
3764,0,10,Euclidian,96%
3765,9,10,Euclidian,96%
3766,5,10,Euclidian,96%
3767,7,10,Euclidian,96%
3768,2,10,Euclidian,96%
3769,4,10,Euclidian,96%
3770,4,10,Euclidian,96%
3771,7,10,Euclidian,96%
3772,6,10,Euclidian,96%
3773,1,10,Euclidian,96%
3774,2,10,Euclidian,96%
3775,7,10,Euclidian,96%
3776,7,10,Euclidian,96%
3777,6,10,Euclidian,96%
3778,8,10,Euclidian,96%
3779,4,10,Euclidian,96%
3780,2,10,Euclidian,96%
3781,5,10,Euclidian,96%
3782,1,10,Euclidian,96%
3783,7,10,Euclidian,96%
3784,5,10,Euclidian,96%
3785,1,10,Euclidian,96%
3786,5,10,Euclidian,96%
3787,8,10,Euclidian,96%
3788,9,10,Euclidian,96%
3789,2,10,Euclidian,96%
3790,2,10,Euclidian,96%
3791,9,10,Euclidian,96%
3792,9,10,Euclidian,96%
3793,8,10,Euclidian,96%
3794,9,10,Euclidian,96%
3795,7,10,Euclidian,96%
3796,2,10,Euclidian,96%
3797,3,10,Euclidian,96%
3798,4,10,Euclidian,96%
3799,3,10,Euclidian,96%
3800,5,10,Euclidian,96%
3801,9,10,Euclidian,96%
3802,2,10,Euclidian,96%
3803,8,10,Euclidian,96%
3804,8,10,Euclidian,96%
3805,6,10,Euclidian,96%
3806,1,10,Euclidian,96%
3807,2,10,Euclidian,96%
3808,9,10,Euclidian,96%
3809,2,10,Euclidian,96%
3810,6,10,Euclidian,96%
3811,1,10,Euclidian,96%
3812,7,10,Euclidian,96%
3813,3,10,Euclidian,96%
3814,4,10,Euclidian,96%
3815,0,10,Euclidian,96%
3816,3,10,Euclidian,96%
3817,6,10,Euclidian,96%
3818,2,10,Euclidian,96%
3819,8,10,Euclidian,96%
3820,6,10,Euclidian,96%
3821,2,10,Euclidian,96%
3822,5,10,Euclidian,96%
3823,9,10,Euclidian,96%
3824,0,10,Euclidian,96%
3825,8,10,Euclidian,96%
3826,3,10,Euclidian,96%
3827,3,10,Euclidian,96%
3828,2,10,Euclidian,96%
3829,9,10,Euclidian,96%
3830,7,10,Euclidian,96%
3831,9,10,Euclidian,96%
3832,3,10,Euclidian,96%
3833,9,10,Euclidian,96%
3834,0,10,Euclidian,96%
3835,9,10,Euclidian,96%
3836,6,10,Euclidian,96%
3837,6,10,Euclidian,96%
3838,1,10,Euclidian,96%
3839,7,10,Euclidian,96%
3840,7,10,Euclidian,96%
3841,2,10,Euclidian,96%
3842,1,10,Euclidian,96%
3843,2,10,Euclidian,96%
3844,8,10,Euclidian,96%
3845,7,10,Euclidian,96%
3846,0,10,Euclidian,96%
3847,6,10,Euclidian,96%
3848,0,10,Euclidian,96%
3849,4,10,Euclidian,96%
3850,8,10,Euclidian,96%
3851,2,10,Euclidian,96%
3852,3,10,Euclidian,96%
3853,9,10,Euclidian,96%
3854,3,10,Euclidian,96%
3855,5,10,Euclidian,96%
3856,6,10,Euclidian,96%
3857,7,10,Euclidian,96%
3858,9,10,Euclidian,96%
3859,4,10,Euclidian,96%
3860,3,10,Euclidian,96%
3861,9,10,Euclidian,96%
3862,0,10,Euclidian,96%
3863,8,10,Euclidian,96%
3864,4,10,Euclidian,96%
3865,1,10,Euclidian,96%
3866,3,10,Euclidian,96%
3867,9,10,Euclidian,96%
3868,2,10,Euclidian,96%
3869,1,10,Euclidian,96%
3870,0,10,Euclidian,96%
3871,9,10,Euclidian,96%
3872,7,10,Euclidian,96%
3873,1,10,Euclidian,96%
3874,1,10,Euclidian,96%
3875,3,10,Euclidian,96%
3876,8,10,Euclidian,96%
3877,7,10,Euclidian,96%
3878,6,10,Euclidian,96%
3879,6,10,Euclidian,96%
3880,9,10,Euclidian,96%
3881,8,10,Euclidian,96%
3882,2,10,Euclidian,96%
3883,0,10,Euclidian,96%
3884,5,10,Euclidian,96%
3885,6,10,Euclidian,96%
3886,7,10,Euclidian,96%
3887,1,10,Euclidian,96%
3888,0,10,Euclidian,96%
3889,7,10,Euclidian,96%
3890,6,10,Euclidian,96%
3891,5,10,Euclidian,96%
3892,0,10,Euclidian,96%
3893,2,10,Euclidian,96%
3894,5,10,Euclidian,96%
3895,9,10,Euclidian,96%
3896,0,10,Euclidian,96%
3897,9,10,Euclidian,96%
3898,7,10,Euclidian,96%
3899,2,10,Euclidian,96%
3900,9,10,Euclidian,96%
3901,6,10,Euclidian,96%
3902,0,10,Euclidian,96%
3903,7,10,Euclidian,96%
3904,9,10,Euclidian,96%
3905,7,10,Euclidian,96%
3906,8,10,Euclidian,96%
3907,1,10,Euclidian,96%
3908,1,10,Euclidian,96%
3909,6,10,Euclidian,96%
3910,9,10,Euclidian,96%
3911,0,10,Euclidian,96%
3912,9,10,Euclidian,96%
3913,2,10,Euclidian,96%
3914,7,10,Euclidian,96%
3915,9,10,Euclidian,96%
3916,7,10,Euclidian,96%
3917,9,10,Euclidian,96%
3918,6,10,Euclidian,96%
3919,0,10,Euclidian,96%
3920,8,10,Euclidian,96%
3921,8,10,Euclidian,96%
3922,2,10,Euclidian,96%
3923,4,10,Euclidian,96%
3924,7,10,Euclidian,96%
3925,6,10,Euclidian,96%
3926,9,10,Euclidian,96%
3927,7,10,Euclidian,96%
3928,0,10,Euclidian,96%
3929,6,10,Euclidian,96%
3930,4,10,Euclidian,96%
3931,3,10,Euclidian,96%
3932,5,10,Euclidian,96%
3933,8,10,Euclidian,96%
3934,4,10,Euclidian,96%
3935,9,10,Euclidian,96%
3936,9,10,Euclidian,96%
3937,3,10,Euclidian,96%
3938,9,10,Euclidian,96%
3939,6,10,Euclidian,96%
3940,6,10,Euclidian,96%
3941,7,10,Euclidian,96%
3942,7,10,Euclidian,96%
3943,3,10,Euclidian,96%
3944,1,10,Euclidian,96%
3945,9,10,Euclidian,96%
3946,1,10,Euclidian,96%
3947,2,10,Euclidian,96%
3948,6,10,Euclidian,96%
3949,5,10,Euclidian,96%
3950,3,10,Euclidian,96%
3951,0,10,Euclidian,96%
3952,0,10,Euclidian,96%
3953,3,10,Euclidian,96%
3954,4,10,Euclidian,96%
3955,7,10,Euclidian,96%
3956,6,10,Euclidian,96%
3957,5,10,Euclidian,96%
3958,5,10,Euclidian,96%
3959,0,10,Euclidian,96%
3960,5,10,Euclidian,96%
3961,5,10,Euclidian,96%
3962,2,10,Euclidian,96%
3963,8,10,Euclidian,96%
3964,3,10,Euclidian,96%
3965,1,10,Euclidian,96%
3966,5,10,Euclidian,96%
3967,3,10,Euclidian,96%
3968,4,10,Euclidian,96%
3969,4,10,Euclidian,96%
3970,8,10,Euclidian,96%
3971,5,10,Euclidian,96%
3972,8,10,Euclidian,96%
3973,1,10,Euclidian,96%
3974,5,10,Euclidian,96%
3975,2,10,Euclidian,96%
3976,2,10,Euclidian,96%
3977,9,10,Euclidian,96%
3978,2,10,Euclidian,96%
3979,3,10,Euclidian,96%
3980,3,10,Euclidian,96%
3981,1,10,Euclidian,96%
3982,9,10,Euclidian,96%
3983,9,10,Euclidian,96%
3984,8,10,Euclidian,96%
3985,6,10,Euclidian,96%
3986,8,10,Euclidian,96%
3987,2,10,Euclidian,96%
3988,0,10,Euclidian,96%
3989,6,10,Euclidian,96%
3990,1,10,Euclidian,96%
3991,3,10,Euclidian,96%
3992,1,10,Euclidian,96%
3993,3,10,Euclidian,96%
3994,3,10,Euclidian,96%
3995,4,10,Euclidian,96%
3996,0,10,Euclidian,96%
3997,8,10,Euclidian,96%
3998,5,10,Euclidian,96%
3999,1,10,Euclidian,96%
4000,4,10,Euclidian,96%
4001,7,10,Euclidian,96%
4002,5,10,Euclidian,96%
4003,2,10,Euclidian,96%
4004,1,10,Euclidian,96%
4005,5,10,Euclidian,96%
4006,7,10,Euclidian,96%
4007,8,10,Euclidian,96%
4008,8,10,Euclidian,96%
4009,5,10,Euclidian,96%
4010,6,10,Euclidian,96%
4011,8,10,Euclidian,96%
4012,8,10,Euclidian,96%
4013,8,10,Euclidian,96%
4014,4,10,Euclidian,96%
4015,4,10,Euclidian,96%
4016,1,10,Euclidian,96%
4017,7,10,Euclidian,96%
4018,1,10,Euclidian,96%
4019,1,10,Euclidian,96%
4020,7,10,Euclidian,96%
4021,8,10,Euclidian,96%
4022,2,10,Euclidian,96%
4023,4,10,Euclidian,96%
4024,9,10,Euclidian,96%
4025,4,10,Euclidian,96%
4026,5,10,Euclidian,96%
4027,4,10,Euclidian,96%
4028,3,10,Euclidian,96%
4029,6,10,Euclidian,96%
4030,5,10,Euclidian,96%
4031,8,10,Euclidian,96%
4032,4,10,Euclidian,96%
4033,1,10,Euclidian,96%
4034,6,10,Euclidian,96%
4035,3,10,Euclidian,96%
4036,7,10,Euclidian,96%
4037,0,10,Euclidian,96%
4038,8,10,Euclidian,96%
4039,0,10,Euclidian,96%
4040,8,10,Euclidian,96%
4041,3,10,Euclidian,96%
4042,1,10,Euclidian,96%
4043,2,10,Euclidian,96%
4044,1,10,Euclidian,96%
4045,4,10,Euclidian,96%
4046,3,10,Euclidian,96%
4047,8,10,Euclidian,96%
4048,0,10,Euclidian,96%
4049,4,10,Euclidian,96%
4050,6,10,Euclidian,96%
4051,5,10,Euclidian,96%
4052,3,10,Euclidian,96%
4053,4,10,Euclidian,96%
4054,1,10,Euclidian,96%
4055,7,10,Euclidian,96%
4056,6,10,Euclidian,96%
4057,6,10,Euclidian,96%
4058,1,10,Euclidian,96%
4059,0,10,Euclidian,96%
4060,4,10,Euclidian,96%
4061,2,10,Euclidian,96%
4062,3,10,Euclidian,96%
4063,3,10,Euclidian,96%
4064,4,10,Euclidian,96%
4065,4,10,Euclidian,96%
4066,1,10,Euclidian,96%
4067,9,10,Euclidian,96%
4068,2,10,Euclidian,96%
4069,4,10,Euclidian,96%
4070,2,10,Euclidian,96%
4071,6,10,Euclidian,96%
4072,7,10,Euclidian,96%
4073,6,10,Euclidian,96%
4074,6,10,Euclidian,96%
4075,3,10,Euclidian,96%
4076,8,10,Euclidian,96%
4077,8,10,Euclidian,96%
4078,1,10,Euclidian,96%
4079,8,10,Euclidian,96%
4080,9,10,Euclidian,96%
4081,0,10,Euclidian,96%
4082,0,10,Euclidian,96%
4083,9,10,Euclidian,96%
4084,4,10,Euclidian,96%
4085,7,10,Euclidian,96%
4086,1,10,Euclidian,96%
4087,1,10,Euclidian,96%
4088,2,10,Euclidian,96%
4089,9,10,Euclidian,96%
4090,2,10,Euclidian,96%
4091,4,10,Euclidian,96%
4092,4,10,Euclidian,96%
4093,0,10,Euclidian,96%
4094,1,10,Euclidian,96%
4095,3,10,Euclidian,96%
4096,3,10,Euclidian,96%
4097,8,10,Euclidian,96%
4098,1,10,Euclidian,96%
4099,9,10,Euclidian,96%
4100,1,10,Euclidian,96%
4101,5,10,Euclidian,96%
4102,1,10,Euclidian,96%
4103,8,10,Euclidian,96%
4104,5,10,Euclidian,96%
4105,1,10,Euclidian,96%
4106,9,10,Euclidian,96%
4107,7,10,Euclidian,96%
4108,9,10,Euclidian,96%
4109,1,10,Euclidian,96%
4110,7,10,Euclidian,96%
4111,6,10,Euclidian,96%
4112,8,10,Euclidian,96%
4113,9,10,Euclidian,96%
4114,9,10,Euclidian,96%
4115,2,10,Euclidian,96%
4116,7,10,Euclidian,96%
4117,3,10,Euclidian,96%
4118,4,10,Euclidian,96%
4119,0,10,Euclidian,96%
4120,9,10,Euclidian,96%
4121,7,10,Euclidian,96%
4122,9,10,Euclidian,96%
4123,8,10,Euclidian,96%
4124,0,10,Euclidian,96%
4125,7,10,Euclidian,96%
4126,6,10,Euclidian,96%
4127,5,10,Euclidian,96%
4128,9,10,Euclidian,96%
4129,4,10,Euclidian,96%
4130,1,10,Euclidian,96%
4131,6,10,Euclidian,96%
4132,0,10,Euclidian,96%
4133,4,10,Euclidian,96%
4134,4,10,Euclidian,96%
4135,5,10,Euclidian,96%
4136,3,10,Euclidian,96%
4137,3,10,Euclidian,96%
4138,6,10,Euclidian,96%
4139,5,10,Euclidian,96%
4140,5,10,Euclidian,96%
4141,1,10,Euclidian,96%
4142,0,10,Euclidian,96%
4143,6,10,Euclidian,96%
4144,6,10,Euclidian,96%
4145,2,10,Euclidian,96%
4146,9,10,Euclidian,96%
4147,1,10,Euclidian,96%
4148,4,10,Euclidian,96%
4149,8,10,Euclidian,96%
4150,3,10,Euclidian,96%
4151,5,10,Euclidian,96%
4152,7,10,Euclidian,96%
4153,1,10,Euclidian,96%
4154,2,10,Euclidian,96%
4155,7,10,Euclidian,96%
4156,9,10,Euclidian,96%
4157,0,10,Euclidian,96%
4158,4,10,Euclidian,96%
4159,1,10,Euclidian,96%
4160,9,10,Euclidian,96%
4161,9,10,Euclidian,96%
4162,7,10,Euclidian,96%
4163,0,10,Euclidian,96%
4164,4,10,Euclidian,96%
4165,3,10,Euclidian,96%
4166,8,10,Euclidian,96%
4167,1,10,Euclidian,96%
4168,8,10,Euclidian,96%
4169,1,10,Euclidian,96%
4170,7,10,Euclidian,96%
4171,3,10,Euclidian,96%
4172,5,10,Euclidian,96%
4173,1,10,Euclidian,96%
4174,3,10,Euclidian,96%
4175,1,10,Euclidian,96%
4176,3,10,Euclidian,96%
4177,2,10,Euclidian,96%
4178,3,10,Euclidian,96%
4179,2,10,Euclidian,96%
4180,5,10,Euclidian,96%
4181,3,10,Euclidian,96%
4182,7,10,Euclidian,96%
4183,8,10,Euclidian,96%
4184,2,10,Euclidian,96%
4185,9,10,Euclidian,96%
4186,7,10,Euclidian,96%
4187,4,10,Euclidian,96%
4188,5,10,Euclidian,96%
4189,8,10,Euclidian,96%
4190,0,10,Euclidian,96%
4191,1,10,Euclidian,96%
4192,7,10,Euclidian,96%
4193,0,10,Euclidian,96%
4194,1,10,Euclidian,96%
4195,9,10,Euclidian,96%
4196,8,10,Euclidian,96%
4197,3,10,Euclidian,96%
4198,1,10,Euclidian,96%
4199,7,10,Euclidian,96%
4200,5,10,Euclidian,96%
4201,9,10,Euclidian,96%
4202,9,10,Euclidian,96%
4203,8,10,Euclidian,96%
4204,2,10,Euclidian,96%
4205,4,10,Euclidian,96%
4206,7,10,Euclidian,96%
4207,3,10,Euclidian,96%
4208,4,10,Euclidian,96%
4209,4,10,Euclidian,96%
4210,1,10,Euclidian,96%
4211,9,10,Euclidian,96%
4212,9,10,Euclidian,96%
4213,9,10,Euclidian,96%
4214,9,10,Euclidian,96%
4215,5,10,Euclidian,96%
4216,0,10,Euclidian,96%
4217,0,10,Euclidian,96%
4218,5,10,Euclidian,96%
4219,2,10,Euclidian,96%
4220,3,10,Euclidian,96%
4221,7,10,Euclidian,96%
4222,4,10,Euclidian,96%
4223,4,10,Euclidian,96%
4224,0,10,Euclidian,96%
4225,8,10,Euclidian,96%
4226,7,10,Euclidian,96%
4227,2,10,Euclidian,96%
4228,2,10,Euclidian,96%
4229,9,10,Euclidian,96%
4230,3,10,Euclidian,96%
4231,4,10,Euclidian,96%
4232,2,10,Euclidian,96%
4233,9,10,Euclidian,96%
4234,3,10,Euclidian,96%
4235,5,10,Euclidian,96%
4236,5,10,Euclidian,96%
4237,9,10,Euclidian,96%
4238,3,10,Euclidian,96%
4239,8,10,Euclidian,96%
4240,2,10,Euclidian,96%
4241,8,10,Euclidian,96%
4242,2,10,Euclidian,96%
4243,1,10,Euclidian,96%
4244,6,10,Euclidian,96%
4245,3,10,Euclidian,96%
4246,9,10,Euclidian,96%
4247,3,10,Euclidian,96%
4248,6,10,Euclidian,96%
4249,9,10,Euclidian,96%
4250,0,10,Euclidian,96%
4251,9,10,Euclidian,96%
4252,0,10,Euclidian,96%
4253,4,10,Euclidian,96%
4254,8,10,Euclidian,96%
4255,3,10,Euclidian,96%
4256,4,10,Euclidian,96%
4257,0,10,Euclidian,96%
4258,4,10,Euclidian,96%
4259,5,10,Euclidian,96%
4260,6,10,Euclidian,96%
4261,7,10,Euclidian,96%
4262,3,10,Euclidian,96%
4263,1,10,Euclidian,96%
4264,2,10,Euclidian,96%
4265,6,10,Euclidian,96%
4266,4,10,Euclidian,96%
4267,7,10,Euclidian,96%
4268,8,10,Euclidian,96%
4269,3,10,Euclidian,96%
4270,8,10,Euclidian,96%
4271,4,10,Euclidian,96%
4272,7,10,Euclidian,96%
4273,2,10,Euclidian,96%
4274,0,10,Euclidian,96%
4275,9,10,Euclidian,96%
4276,7,10,Euclidian,96%
4277,8,10,Euclidian,96%
4278,7,10,Euclidian,96%
4279,4,10,Euclidian,96%
4280,1,10,Euclidian,96%
4281,1,10,Euclidian,96%
4282,8,10,Euclidian,96%
4283,5,10,Euclidian,96%
4284,6,10,Euclidian,96%
4285,9,10,Euclidian,96%
4286,5,10,Euclidian,96%
4287,6,10,Euclidian,96%
4288,4,10,Euclidian,96%
4289,3,10,Euclidian,96%
4290,5,10,Euclidian,96%
4291,9,10,Euclidian,96%
4292,5,10,Euclidian,96%
4293,9,10,Euclidian,96%
4294,5,10,Euclidian,96%
4295,2,10,Euclidian,96%
4296,2,10,Euclidian,96%
4297,5,10,Euclidian,96%
4298,9,10,Euclidian,96%
4299,2,10,Euclidian,96%
4300,9,10,Euclidian,96%
4301,8,10,Euclidian,96%
4302,3,10,Euclidian,96%
4303,7,10,Euclidian,96%
4304,2,10,Euclidian,96%
4305,1,10,Euclidian,96%
4306,7,10,Euclidian,96%
4307,1,10,Euclidian,96%
4308,2,10,Euclidian,96%
4309,2,10,Euclidian,96%
4310,6,10,Euclidian,96%
4311,0,10,Euclidian,96%
4312,8,10,Euclidian,96%
4313,4,10,Euclidian,96%
4314,0,10,Euclidian,96%
4315,3,10,Euclidian,96%
4316,2,10,Euclidian,96%
4317,9,10,Euclidian,96%
4318,8,10,Euclidian,96%
4319,1,10,Euclidian,96%
4320,0,10,Euclidian,96%
4321,0,10,Euclidian,96%
4322,1,10,Euclidian,96%
4323,8,10,Euclidian,96%
4324,5,10,Euclidian,96%
4325,3,10,Euclidian,96%
4326,9,10,Euclidian,96%
4327,7,10,Euclidian,96%
4328,1,10,Euclidian,96%
4329,6,10,Euclidian,96%
4330,1,10,Euclidian,96%
4331,8,10,Euclidian,96%
4332,9,10,Euclidian,96%
4333,8,10,Euclidian,96%
4334,3,10,Euclidian,96%
4335,6,10,Euclidian,96%
4336,3,10,Euclidian,96%
4337,4,10,Euclidian,96%
4338,4,10,Euclidian,96%
4339,2,10,Euclidian,96%
4340,0,10,Euclidian,96%
4341,2,10,Euclidian,96%
4342,1,10,Euclidian,96%
4343,5,10,Euclidian,96%
4344,0,10,Euclidian,96%
4345,1,10,Euclidian,96%
4346,0,10,Euclidian,96%
4347,7,10,Euclidian,96%
4348,3,10,Euclidian,96%
4349,5,10,Euclidian,96%
4350,9,10,Euclidian,96%
4351,5,10,Euclidian,96%
4352,0,10,Euclidian,96%
4353,2,10,Euclidian,96%
4354,9,10,Euclidian,96%
4355,2,10,Euclidian,96%
4356,3,10,Euclidian,96%
4357,2,10,Euclidian,96%
4358,4,10,Euclidian,96%
4359,6,10,Euclidian,96%
4360,2,10,Euclidian,96%
4361,5,10,Euclidian,96%
4362,1,10,Euclidian,96%
4363,1,10,Euclidian,96%
4364,7,10,Euclidian,96%
4365,2,10,Euclidian,96%
4366,1,10,Euclidian,96%
4367,5,10,Euclidian,96%
4368,2,10,Euclidian,96%
4369,3,10,Euclidian,96%
4370,9,10,Euclidian,96%
4371,1,10,Euclidian,96%
4372,1,10,Euclidian,96%
4373,1,10,Euclidian,96%
4374,7,10,Euclidian,96%
4375,8,10,Euclidian,96%
4376,7,10,Euclidian,96%
4377,6,10,Euclidian,96%
4378,2,10,Euclidian,96%
4379,3,10,Euclidian,96%
4380,1,10,Euclidian,96%
4381,2,10,Euclidian,96%
4382,1,10,Euclidian,96%
4383,7,10,Euclidian,96%
4384,5,10,Euclidian,96%
4385,6,10,Euclidian,96%
4386,9,10,Euclidian,96%
4387,7,10,Euclidian,96%
4388,9,10,Euclidian,96%
4389,5,10,Euclidian,96%
4390,8,10,Euclidian,96%
4391,9,10,Euclidian,96%
4392,2,10,Euclidian,96%
4393,5,10,Euclidian,96%
4394,1,10,Euclidian,96%
4395,7,10,Euclidian,96%
4396,0,10,Euclidian,96%
4397,1,10,Euclidian,96%
4398,0,10,Euclidian,96%
4399,5,10,Euclidian,96%
4400,6,10,Euclidian,96%
4401,7,10,Euclidian,96%
4402,1,10,Euclidian,96%
4403,0,10,Euclidian,96%
4404,7,10,Euclidian,96%
4405,1,10,Euclidian,96%
4406,0,10,Euclidian,96%
4407,8,10,Euclidian,96%
4408,9,10,Euclidian,96%
4409,9,10,Euclidian,96%
4410,2,10,Euclidian,96%
4411,6,10,Euclidian,96%
4412,4,10,Euclidian,96%
4413,7,10,Euclidian,96%
4414,8,10,Euclidian,96%
4415,9,10,Euclidian,96%
4416,5,10,Euclidian,96%
4417,9,10,Euclidian,96%
4418,9,10,Euclidian,96%
4419,4,10,Euclidian,96%
4420,2,10,Euclidian,96%
4421,1,10,Euclidian,96%
4422,6,10,Euclidian,96%
4423,0,10,Euclidian,96%
4424,2,10,Euclidian,96%
4425,9,10,Euclidian,96%
4426,2,10,Euclidian,96%
4427,0,10,Euclidian,96%
4428,3,10,Euclidian,96%
4429,2,10,Euclidian,96%
4430,6,10,Euclidian,96%
4431,1,10,Euclidian,96%
4432,5,10,Euclidian,96%
4433,2,10,Euclidian,96%
4434,0,10,Euclidian,96%
4435,9,10,Euclidian,96%
4436,8,10,Euclidian,96%
4437,7,10,Euclidian,96%
4438,7,10,Euclidian,96%
4439,7,10,Euclidian,96%
4440,6,10,Euclidian,96%
4441,2,10,Euclidian,96%
4442,0,10,Euclidian,96%
4443,0,10,Euclidian,96%
4444,0,10,Euclidian,96%
4445,5,10,Euclidian,96%
4446,0,10,Euclidian,96%
4447,7,10,Euclidian,96%
4448,1,10,Euclidian,96%
4449,2,10,Euclidian,96%
4450,4,10,Euclidian,96%
4451,7,10,Euclidian,96%
4452,5,10,Euclidian,96%
4453,6,10,Euclidian,96%
4454,6,10,Euclidian,96%
4455,4,10,Euclidian,96%
4456,5,10,Euclidian,96%
4457,1,10,Euclidian,96%
4458,7,10,Euclidian,96%
4459,6,10,Euclidian,96%
4460,1,10,Euclidian,96%
4461,1,10,Euclidian,96%
4462,2,10,Euclidian,96%
4463,7,10,Euclidian,96%
4464,7,10,Euclidian,96%
4465,8,10,Euclidian,96%
4466,6,10,Euclidian,96%
4467,1,10,Euclidian,96%
4468,0,10,Euclidian,96%
4469,1,10,Euclidian,96%
4470,9,10,Euclidian,96%
4471,3,10,Euclidian,96%
4472,2,10,Euclidian,96%
4473,8,10,Euclidian,96%
4474,2,10,Euclidian,96%
4475,3,10,Euclidian,96%
4476,2,10,Euclidian,96%
4477,9,10,Euclidian,96%
4478,7,10,Euclidian,96%
4479,9,10,Euclidian,96%
4480,2,10,Euclidian,96%
4481,3,10,Euclidian,96%
4482,1,10,Euclidian,96%
4483,0,10,Euclidian,96%
4484,7,10,Euclidian,96%
4485,0,10,Euclidian,96%
4486,5,10,Euclidian,96%
4487,1,10,Euclidian,96%
4488,6,10,Euclidian,96%
4489,8,10,Euclidian,96%
4490,9,10,Euclidian,96%
4491,0,10,Euclidian,96%
4492,9,10,Euclidian,96%
4493,5,10,Euclidian,96%
4494,8,10,Euclidian,96%
4495,1,10,Euclidian,96%
4496,8,10,Euclidian,96%
4497,3,10,Euclidian,96%
4498,2,10,Euclidian,96%
4499,5,10,Euclidian,96%
4500,5,10,Euclidian,96%
4501,6,10,Euclidian,96%
4502,1,10,Euclidian,96%
4503,9,10,Euclidian,96%
4504,2,10,Euclidian,96%
4505,4,10,Euclidian,96%
4506,4,10,Euclidian,96%
4507,6,10,Euclidian,96%
4508,7,10,Euclidian,96%
4509,1,10,Euclidian,96%
4510,3,10,Euclidian,96%
4511,8,10,Euclidian,96%
4512,6,10,Euclidian,96%
4513,2,10,Euclidian,96%
4514,4,10,Euclidian,96%
4515,5,10,Euclidian,96%
4516,4,10,Euclidian,96%
4517,0,10,Euclidian,96%
4518,3,10,Euclidian,96%
4519,7,10,Euclidian,96%
4520,2,10,Euclidian,96%
4521,3,10,Euclidian,96%
4522,6,10,Euclidian,96%
4523,0,10,Euclidian,96%
4524,0,10,Euclidian,96%
4525,7,10,Euclidian,96%
4526,4,10,Euclidian,96%
4527,8,10,Euclidian,96%
4528,4,10,Euclidian,96%
4529,4,10,Euclidian,96%
4530,7,10,Euclidian,96%
4531,9,10,Euclidian,96%
4532,0,10,Euclidian,96%
4533,3,10,Euclidian,96%
4534,6,10,Euclidian,96%
4535,8,10,Euclidian,96%
4536,2,10,Euclidian,96%
4537,9,10,Euclidian,96%
4538,4,10,Euclidian,96%
4539,5,10,Euclidian,96%
4540,9,10,Euclidian,96%
4541,0,10,Euclidian,96%
4542,7,10,Euclidian,96%
4543,3,10,Euclidian,96%
4544,3,10,Euclidian,96%
4545,4,10,Euclidian,96%
4546,8,10,Euclidian,96%
4547,9,10,Euclidian,96%
4548,5,10,Euclidian,96%
4549,9,10,Euclidian,96%
4550,1,10,Euclidian,96%
4551,4,10,Euclidian,96%
4552,0,10,Euclidian,96%
4553,6,10,Euclidian,96%
4554,5,10,Euclidian,96%
4555,4,10,Euclidian,96%
4556,0,10,Euclidian,96%
4557,2,10,Euclidian,96%
4558,0,10,Euclidian,96%
4559,5,10,Euclidian,96%
4560,8,10,Euclidian,96%
4561,0,10,Euclidian,96%
4562,1,10,Euclidian,96%
4563,2,10,Euclidian,96%
4564,6,10,Euclidian,96%
4565,7,10,Euclidian,96%
4566,1,10,Euclidian,96%
4567,4,10,Euclidian,96%
4568,2,10,Euclidian,96%
4569,4,10,Euclidian,96%
4570,3,10,Euclidian,96%
4571,7,10,Euclidian,96%
4572,3,10,Euclidian,96%
4573,4,10,Euclidian,96%
4574,8,10,Euclidian,96%
4575,2,10,Euclidian,96%
4576,0,10,Euclidian,96%
4577,5,10,Euclidian,96%
4578,0,10,Euclidian,96%
4579,3,10,Euclidian,96%
4580,9,10,Euclidian,96%
4581,5,10,Euclidian,96%
4582,8,10,Euclidian,96%
4583,1,10,Euclidian,96%
4584,8,10,Euclidian,96%
4585,6,10,Euclidian,96%
4586,8,10,Euclidian,96%
4587,2,10,Euclidian,96%
4588,6,10,Euclidian,96%
4589,2,10,Euclidian,96%
4590,7,10,Euclidian,96%
4591,6,10,Euclidian,96%
4592,3,10,Euclidian,96%
4593,6,10,Euclidian,96%
4594,0,10,Euclidian,96%
4595,9,10,Euclidian,96%
4596,8,10,Euclidian,96%
4597,0,10,Euclidian,96%
4598,3,10,Euclidian,96%
4599,6,10,Euclidian,96%
4600,2,10,Euclidian,96%
4601,4,10,Euclidian,96%
4602,2,10,Euclidian,96%
4603,8,10,Euclidian,96%
4604,5,10,Euclidian,96%
4605,8,10,Euclidian,96%
4606,6,10,Euclidian,96%
4607,9,10,Euclidian,96%
4608,9,10,Euclidian,96%
4609,4,10,Euclidian,96%
4610,8,10,Euclidian,96%
4611,8,10,Euclidian,96%
4612,9,10,Euclidian,96%
4613,3,10,Euclidian,96%
4614,7,10,Euclidian,96%
4615,5,10,Euclidian,96%
4616,6,10,Euclidian,96%
4617,5,10,Euclidian,96%
4618,4,10,Euclidian,96%
4619,0,10,Euclidian,96%
4620,3,10,Euclidian,96%
4621,3,10,Euclidian,96%
4622,7,10,Euclidian,96%
4623,0,10,Euclidian,96%
4624,9,10,Euclidian,96%
4625,8,10,Euclidian,96%
4626,7,10,Euclidian,96%
4627,7,10,Euclidian,96%
4628,3,10,Euclidian,96%
4629,9,10,Euclidian,96%
4630,7,10,Euclidian,96%
4631,7,10,Euclidian,96%
4632,1,10,Euclidian,96%
4633,0,10,Euclidian,96%
4634,5,10,Euclidian,96%
4635,0,10,Euclidian,96%
4636,6,10,Euclidian,96%
